3
8356
11.5	0	0
11.2168	0	-6.56546e-008
11.39	0	0.375886
11.39	0	-0.375886
10.8653	0	0.35255
10.8653	0	-0.35255
11.4752	0.741817	-0.090007
11.1212	0	0.664302
11.1212	0	-0.664302
11.1975	0.725801	-0.0735802
11.388	0.740392	0.290969
11.3434	0.731065	-0.458183
10.8693	0.713031	0.300235
11.1378	0.732728	0.593717
10.4586	0	-3.6589e-008
10.8272	0.697875	-0.405626
11.0591	0.708777	-0.729408
10.7753	0	0.856074
10.7753	0	-0.856074
10.4385	0	0.641122
10.4385	0	-0.641122
10.4433	0.681404	-0.0281423
10.8056	0.720565	0.805337
10.704	0.68172	-0.899898
10.4589	0.695769	0.618296
10.3818	0.664861	-0.671919
10.3945	0	0.964789
10.3945	0	-0.964789
11.3908	1.47822	-0.198703
11.3311	1.47806	0.187754
11.1163	1.44655	-0.162114
10	0	0.339631
10	0	-0.339631
11.2339	1.45432	-0.556466
10.4338	0.703568	0.937376
10.8164	1.42339	0.234753
11.1034	1.46449	0.507992
10.7259	1.38919	-0.466453
10.319	0.653819	-0.985938
10.0025	0.662129	0.345577
9.96107	0.645842	-0.345318
10.9331	1.4087	-0.806393
10	0	0.853894
10	0	-0.853894
10.3711	1.35866	-0.0618229
10.7876	1.44114	0.743261
10	0	1
10	0	-1
10.0343	0.675387	0.857257
10.4308	1.39075	0.58198
10.0434	0.680469	0.997872
9.93165	0.632598	-0.857367
10.5694	1.35448	-0.950651
10.2658	1.3223	-0.699703
9.54143	0	3.65731e-008
9.92415	0.627451	-0.99819
10.4273	1.40773	0.902025
9.56145	0	0.641121
9.56145	0	-0.641121
9.95943	1.32243	0.343216
9.51958	0.626407	0.0288306
9.87081	1.28622	-0.343117
10.182	1.29901	-1.00846
9.60546	0	0.964789
9.60546	0	-0.964789
9.58301	0.642179	0.673841
10.026	1.35147	0.851279
9.50499	0.612941	-0.619449
9.64822	0.652701	0.98827
10.0444	1.36211	0.990828
11.219	2.21308	0.10126
10.9868	2.16269	-0.234558
11.2561	2.21012	-0.287394
9.53239	0.605787	-0.940001
9.8066	1.25731	-0.851933
10.7125	2.13044	0.178802
11.0114	2.19414	0.433575
11.0806	2.17093	-0.63463
10.5845	2.07507	-0.514271
9.78979	1.24667	-0.991909
10.2562	2.03207	-0.0895827
10.77	2.10134	-0.865502
9.13469	0	0.35255
9.13469	0	-0.35255
9.45855	1.2496	0.0624589
10.7119	2.15951	0.686767
9.56605	1.28469	0.70129
9.22472	0	0.856074
9.22472	0	-0.856074
10.3507	2.08336	0.548278
9.13593	0.608854	0.408542
9.65234	1.30724	1.0101
9.26189	0.624045	0.904104
9.09273	0.59516	-0.300106
9.3994	1.21918	-0.583375
10.4036	2.02026	-0.987303
10.1176	1.97418	-0.718983
9.15788	0.589166	-0.808277
10.3647	2.10968	0.867076
9.40492	1.2035	-0.905272
9.8719	1.98043	0.339522
9.74657	1.92251	-0.339509
10.0186	1.93792	-1.02168
9.96602	2.02613	0.841832
8.8788	0	0.664302
8.8788	0	-0.664302
8.78322	0	6.57231e-008
9.99193	2.04213	0.979687
9.10444	1.21699	0.469307
9.26395	1.2503	0.954374
8.90497	0.596948	0.734385
9.6561	1.87665	-0.843148
9.01222	1.18533	-0.23458
8.76402	0.581109	0.076486
8.8232	0.576029	-0.59457
9.63268	1.86031	-0.981779
9.04182	1.17053	-0.746478
9.36142	1.87048	0.0905411
9.50364	1.92663	0.721188
9.60655	1.96149	1.02373
8.61	0	0.375888
8.61	0	-0.375888
9.26758	1.82107	-0.550458
10.8063	2.86679	-0.313486
11.0556	2.93801	0.00590882
8.61894	0.575041	0.46303
8.89858	1.19574	0.811177
10.5607	2.82798	0.116986
11.0683	2.92922	-0.384129
8.57213	0.566749	-0.288534
8.5	0	1.78598e-010
10.8704	2.91547	0.350853
9.2566	1.7961	-0.872296
10.3937	2.7479	-0.565345
8.71237	1.1596	0.165205
10.8741	2.87265	-0.718753
10.0957	2.69505	-0.119767
8.724	1.14505	-0.508752
8.48576	0.5645	0.0944455
10.5898	2.87082	0.623148
10.5548	2.77841	-0.928057
10.2262	2.76873	0.509781
9.03463	1.82501	0.518718
9.22036	1.87776	0.992676
9.92248	2.61275	-0.738049
10.1877	2.67082	-1.02482
8.90357	1.77269	-0.178228
8.59598	1.15042	0.561395
10.2581	2.80572	0.826371
9.74279	2.63075	0.334305
8.90495	1.74706	-0.691534
9.57946	2.54774	-0.334532
8.49607	1.12822	-0.184996
9.80777	2.56254	-1.03322
9.86503	2.69568	0.828717
8.43761	1.1266	0.203388
9.89837	2.71759	0.964277
8.85157	1.79674	0.872803
9.46144	2.48291	-0.830848
9.431	2.46075	-0.967544
8.62974	1.73751	0.239837
9.22563	2.48295	0.120787
8.60267	1.70999	-0.434079
9.40336	2.56366	0.740231
9.52283	2.61249	1.03487
9.09553	2.41135	-0.512575
8.53818	1.72789	0.642596
9.06687	2.37613	-0.833105
8.39522	1.68731	-0.0960545
8.36033	1.68888	0.29542
8.92987	2.42761	0.570498
9.14179	2.50273	1.03059
8.75867	2.3505	-0.116171
8.72997	2.31149	-0.628881
10.3596	3.51337	0.0561159
10.5761	3.55659	-0.389278
10.8392	3.65025	-0.0873091
10.1576	3.40601	-0.612817
9.89069	3.34576	-0.148729
10.8289	3.6333	-0.477061
10.6766	3.62542	0.268602
8.77212	2.39524	0.936462
10.6186	3.55747	-0.797912
10.0535	3.44381	0.46993
10.4158	3.57146	0.558399
10.2941	3.43833	-0.985244
9.68654	3.23706	-0.753428
8.51428	2.30864	0.320031
9.92976	3.3051	-1.05708
9.57033	3.27127	0.327637
8.44641	2.26384	-0.351068
9.37301	3.16093	-0.328165
10.1016	3.49191	0.782994
9.55797	3.17226	-1.03995
9.71751	3.35678	0.812077
8.44959	2.30168	0.728369
9.2302	3.07577	-0.815038
9.75735	3.38464	0.944788
8.26212	2.23728	0.000880117
9.19339	3.04779	-0.949208
9.05183	3.08593	0.149686
8.25241	2.24497	0.394159
9.26096	3.19345	0.755245
8.88902	2.98986	-0.473166
9.39468	3.25701	1.04078
8.84401	2.94375	-0.790833
8.78786	3.02361	0.618183
9.02218	3.12294	1.06252
8.58082	2.91862	-0.0550795
8.52422	2.86416	-0.564608
8.65527	2.98998	0.993901
8.36628	2.87279	0.396622
8.26091	2.80698	-0.268344
8.32731	2.87148	0.808372
8.10003	2.77848	0.0953464
9.64109	3.98069	-0.177236
10.1096	4.18275	-0.00535083
9.87536	4.04537	-0.658052
8.11392	2.79501	0.488418
10.2959	4.2277	-0.463975
9.40866	3.84342	-0.765724
10.5702	4.34536	-0.180839
9.83382	4.10526	0.427908
10.4308	4.32	0.184735
9.12661	3.75895	-0.320341
10.5377	4.31775	-0.568707
9.35519	3.89894	0.319529
10.3138	4.2208	-0.874328
9.98694	4.07675	-1.03876
9.62832	3.91899	-1.08518
10.1917	4.25789	0.491035
9.26765	3.76326	-1.04234
8.96089	3.65192	-0.795602
9.89719	4.16501	0.736208
9.52523	4.00647	0.791939
8.91813	3.61798	-0.926653
8.84002	3.6767	0.178079
9.57104	4.04036	0.921265
8.64688	3.55383	-0.431427
9.07766	3.81322	0.76707
8.5863	3.49606	-0.744787
9.22397	3.89237	1.04227
8.60917	3.61043	0.663368
8.36935	3.47466	0.00657718
8.86295	3.73575	1.08999
8.28617	3.40273	-0.497406
8.50195	3.57836	1.04723
8.18564	3.42761	0.471781
8.04505	3.33738	-0.183984
8.17173	3.43476	0.885138
7.90832	3.30884	0.189762
7.94476	3.33673	0.580857
9.34892	4.59704	-0.204982
8.84222	4.33949	-0.311095
9.09118	4.42947	-0.774747
9.54953	4.66323	-0.700605
9.81278	4.83291	-0.0668029
9.09888	4.51102	0.310057
8.65567	4.20939	-0.772599
8.9392	4.33332	-1.04024
9.96828	4.87701	-0.536896
9.5688	4.7499	0.384164
9.28605	4.51003	-1.10877
8.60734	4.16944	-0.899918
8.59166	4.25302	0.205644
9.6361	4.691	-1.08808
8.37105	4.10145	-0.387703
10.1351	4.99558	0.100075
10.2505	5.01983	-0.273854
9.96233	4.85973	-0.947322
10.1971	4.97931	-0.658278
9.91913	4.92656	0.421787
8.29574	4.03146	-0.695226
9.28936	4.64172	0.76851
8.85444	4.42035	0.77552
9.64637	4.82173	0.686549
9.34051	4.68172	0.893966
8.1258	4.01692	0.068123
8.39469	4.18589	0.705464
9.01142	4.51575	1.0393
8.01775	3.92578	-0.427842
8.66459	4.33861	1.1126
7.97335	3.97146	0.544572
7.80055	3.85379	-0.0988878
8.31252	4.15814	1.09573
7.9833	3.9897	0.957654
7.6883	3.82717	0.282989
7.74573	3.86871	0.670294
8.52085	4.90016	-0.300558
8.73558	4.9927	-0.780459
9.01531	5.19199	-0.231683
8.31587	4.74601	-0.746385
8.26241	4.7	-0.869424
8.06238	4.63075	-0.342542
8.30731	4.81255	0.232144
8.80211	5.10473	0.299368
8.57436	4.88007	-1.03376
7.97334	4.54809	-0.642852
9.18169	5.2567	-0.74004
8.90491	5.07563	-1.12765
9.47032	5.46057	-0.127598
7.85058	4.54353	0.128936
9.2593	5.37454	0.33917
7.71968	4.43174	-0.356796
8.59161	5.01205	0.780666
9.24364	5.27827	-1.13271
9.59467	5.50124	-0.607264
8.14452	4.74759	0.744226
9.01049	5.25947	0.74212
9.56616	5.47116	-1.01612
7.52781	4.35476	-0.0139746
9.59917	5.57396	0.351348
9.06644	5.30556	0.863264
9.35007	5.45872	0.634536
9.79048	5.64849	0.0155042
8.75733	5.12418	1.03206
7.72943	4.50234	0.614422
9.88161	5.66994	-0.365335
9.80879	5.61447	-0.74479
8.42705	4.9287	1.13037
8.08672	4.72674	1.1392
7.44011	4.33194	0.374197
7.76167	4.53403	1.02547
7.51666	4.38909	0.756064
7.72264	5.13976	-0.294468
8.16436	5.43844	-0.288252
7.9426	5.25916	-0.715757
7.62025	5.04394	-0.585778
7.8842	5.20703	-0.83375
7.98951	5.35344	0.258207
7.39365	4.91914	-0.282077
8.34304	5.52991	-0.782562
7.54615	5.05307	0.190607
8.17392	5.40022	-1.02208
8.64223	5.76253	-0.25797
8.46755	5.67778	0.287036
7.22917	4.83925	0.0730424
7.8618	5.29422	0.780327
8.48569	5.61202	-1.14169
8.77309	5.82213	-0.777088
7.45688	5.01927	0.682838
8.2924	5.58667	0.782298
7.16659	4.82234	0.465535
8.90813	5.97652	0.291513
9.08429	6.06237	-0.189425
8.81039	5.83441	-1.1733
7.26075	4.89712	0.83995
8.69193	5.85768	0.71174
7.5102	5.06689	1.08982
7.82797	5.28314	1.17824
8.1538	5.50481	1.14329
8.46515	5.71617	1.01995
9.17651	6.09639	-0.67682
8.7523	5.90997	0.827992
9.01163	6.07352	0.578491
9.12629	6.05071	-1.08219
9.2347	6.19707	0.277571
9.39921	6.27515	-0.0714444
9.37399	6.21887	-0.830406
9.46505	6.29161	-0.457795
7.23821	5.51842	-0.530406
7.3518	5.62723	-0.248806
7.03909	5.38684	-0.211758
7.20911	5.54271	0.246842
7.47636	5.69055	-0.797408
7.53879	5.74874	-0.684641
6.90141	5.3052	0.152982
7.77331	5.95291	-0.275762
7.63523	5.8723	0.281461
6.86187	5.29491	0.547722
7.743	5.89464	-1.00758
7.14909	5.51744	0.743358
7.91739	6.0413	-0.78177
7.5401	5.82019	0.810964
6.96998	5.38753	0.913986
8.09277	6.22641	0.274882
8.23074	6.307	-0.281328
7.2199	5.58155	1.14524
8.03455	6.12069	-1.15088
7.95116	6.13835	0.781402
7.52743	5.81983	1.21026
8.32805	6.35969	-0.808881
7.83685	6.05932	1.15158
8.32914	6.43063	0.6818
8.12822	6.28451	1.00579
8.34306	6.3612	-1.20718
8.51349	6.55189	0.246864
8.65599	6.6362	-0.245911
8.39303	6.48866	0.793323
8.71804	6.66216	-0.739197
8.62782	6.66106	0.525524
8.64922	6.59984	-1.1401
8.82451	6.79198	0.208952
8.96231	6.87282	-0.151579
8.89801	6.79268	-0.907368
9.00412	6.88341	-0.542211
6.66034	5.83209	-0.127276
6.55473	5.75317	0.247632
6.82695	5.96608	-0.462251
6.9538	6.08948	-0.193256
6.8507	6.01359	0.312588
6.54259	5.75409	0.643494
7.03527	6.14253	-0.750076
7.10247	6.20708	-0.643953
6.82485	6.00313	0.811815
7.25556	6.3701	0.307509
7.35096	6.43883	-0.259363
6.66635	5.86847	0.997974
7.27566	6.35252	-0.984429
7.19829	6.33231	0.84296
7.4553	6.51726	-0.776105
6.91532	6.08846	1.20529
7.68801	6.75091	0.258464
7.20967	6.34812	1.24164
7.54379	6.58852	-1.15456
7.78348	6.81958	-0.307521
7.58545	6.67334	0.775432
7.49909	6.60308	1.15455
7.84256	6.85832	-0.841489
7.76669	6.83847	0.982322
7.83306	6.84388	-1.23957
7.93754	6.98318	0.641193
8.08452	7.0999	0.191494
8.00553	7.04807	0.746127
8.18784	7.17557	-0.311829
8.21561	7.18699	-0.808452
8.21151	7.22379	0.45786
8.12687	7.10333	-1.20135
8.37666	7.35667	0.124898
8.37515	7.32223	-0.992585
8.48282	7.43505	-0.246324
8.49713	7.43487	-0.638809
6.17832	6.17831	0.323073
6.2554	6.25539	-0.0571308
6.18813	6.18812	0.717084
6.39141	6.3914	-0.403229
6.46214	6.46213	0.362576
6.53124	6.53123	-0.143243
6.46268	6.46267	0.860396
6.32107	6.32107	1.06066
6.57107	6.57107	-0.707106
6.64413	6.64411	-0.603794
6.84179	6.84178	0.324258
6.90126	6.90125	-0.240156
6.56402	6.56401	1.24867
6.81469	6.81468	0.861157
6.78595	6.78593	-0.961188
6.96979	6.96977	-0.763441
6.84263	6.84261	1.26254
7.24089	7.24088	0.240155
7.03068	7.03066	-1.15354
7.17236	7.17235	0.76344
7.30036	7.30035	-0.32426
7.11147	7.11146	1.15354
7.32746	7.32744	-0.861158
7.3562	7.35619	0.961188
7.29952	7.29951	-1.26254
7.49802	7.49801	0.603794
7.61091	7.61089	0.143242
7.57107	7.57107	0.707107
7.68001	7.67999	-0.362577
7.75074	7.75072	0.40323
7.67947	7.67945	-0.860397
7.57813	7.57812	-1.24867
7.88675	7.88674	0.0571305
7.82107	7.82107	-1.06066
7.96382	7.96381	-0.323074
7.95402	7.954	-0.717086
5.83094	6.6532	0.0144451
5.76665	6.59713	0.403143
5.95125	6.77541	-0.34455
5.78588	6.63384	0.797482
6.08254	6.93734	-0.0990318
6.03083	6.89653	0.41902
6.11037	6.94958	-0.663732
6.17805	7.03057	-0.569812
5.92124	6.79578	1.12874
6.04632	6.92969	0.918026
6.30242	7.16495	-0.935547
6.42688	7.32332	-0.229292
6.38638	7.29585	0.347843
6.47884	7.36653	-0.758286
6.15577	7.06226	1.29334
6.3771	7.3011	0.887703
6.52662	7.41376	-1.14808
6.41792	7.35525	1.28093
